calendar_quarter,ticker,side,formation_date,next_formation_date,start_trade_date,end_trade_date,max_abs_shrink,leg_weight,signed_weight,start_price,end_price,raw_return
2018Q1,IVZ,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.265380859375,0.01098901098901099,0.01098901098901099,20.88890838623047,18.18490219116211,-0.12944698425939694
2018Q1,MAA,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.266845703125,0.01098901098901099,0.01098901098901099,66.55438995361328,74.96377563476562,0.12635358369317884
2018Q1,TYL,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.266845703125,0.01098901098901099,0.01098901098901099,204.3300018310547,222.1000061035156,0.08696718109538115
2018Q1,KEYS,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.26806640625,0.01098901098901099,0.01098901098901099,51.13999938964844,59.02999877929688,0.1542823520495682
2018Q1,HSIC,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.26904296875,0.01098901098901099,0.01098901098901099,51.63137435913086,56.97254943847656,0.10344824528966146
2018Q1,CINF,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.271240234375,0.01098901098901099,0.01098901098901099,58.58547592163086,54.5439453125,-0.06898519719353602
2018Q1,WAT,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.2724609375,0.01098901098901099,0.01098901098901099,195.97999572753903,193.58999633789065,-0.01219511910272253
2018Q1,STLD,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.273681640625,0.01098901098901099,0.01098901098901099,36.2451057434082,39.03680038452149,0.07702266509792177
2018Q1,WEC,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.2747802734375,0.01098901098901099,0.01098901098901099,47.80507659912109,50.061431884765625,0.0471990726960998
2018Q1,FSLR,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.275390625,0.01098901098901099,0.01098901098901099,69.38999938964844,52.65999984741211,-0.24110101872593614
2018Q1,PCAR,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.2763671875,0.01098901098901099,0.01098901098901099,31.46529006958008,30.40188980102539,-0.03379597855933203
2018Q1,STZ,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.27685546875,0.01098901098901099,0.01098901098901099,198.6860809326172,191.2351837158203,-0.037500851503149746
2018Q1,VMC,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.277099609375,0.01098901098901099,0.01098901098901099,104.42864990234376,120.34085845947266,0.15237397564757527
2018Q1,MA,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.27734375,0.01098901098901099,0.01098901098901099,163.5623016357422,187.5817413330078,0.14685193016394193
2018Q1,AMAT,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.277587890625,0.01098901098901099,0.01098901098901099,48.2652702331543,42.31954956054688,-0.12318838460627102
2018Q1,BX,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.27880859375,0.01098901098901099,0.01098901098901099,22.874216079711918,23.645660400390625,0.03372549765160837
2018Q1,RJF,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.2796630859375,0.01098901098901099,0.01098901098901099,50.738555908203125,52.68809127807617,0.03842315444294808
2018Q1,CMI,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.280029296875,0.01098901098901099,0.01098901098901099,128.7366943359375,108.66596221923828,-0.15590529351580817
2018Q1,D,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.28125,0.01098901098901099,0.01098901098901099,46.576786041259766,47.95412063598633,0.029571267401457435
2018Q1,AIG,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.2818603515625,0.01098901098901099,0.01098901098901099,42.87421798706055,43.04596710205078,0.004005883326946513
2018Q1,BAX,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.283447265625,0.01098901098901099,0.01098901098901099,55.26567840576172,64.50628662109375,0.1672033797809791
2018Q1,AJG,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.28369140625,0.01098901098901099,0.01098901098901099,59.91197967529297,58.64591217041016,-0.021132126024620668
2018Q1,CRL,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.283935546875,0.01098901098901099,0.01098901098901099,103.11000061035156,112.26000213623048,0.08874019466313854
2018Q1,SO,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.2845458984375,0.01098901098901099,0.01098901098901099,31.728893280029297,33.69959259033203,0.06211055938541432
2018Q1,LYB,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.28466796875,0.01098901098901099,0.01098901098901099,63.00029373168945,67.29785919189453,0.06821500671898262
2018Q1,DG,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.284912109375,0.01098901098901099,0.01098901098901099,83.21104431152344,88.08454132080078,0.058567910661378786
2018Q1,UNP,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.2850341796875,0.01098901098901099,0.01098901098901099,111.04627990722656,118.8066864013672,0.06988443467556094
2018Q1,CL,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.28515625,0.01098901098901099,0.01098901098901099,57.57738876342773,53.50621032714844,-0.07070793802419262
2018Q1,POOL,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.285400390625,0.01098901098901099,0.01098901098901099,129.7589874267578,137.38787841796875,0.05879277530211202
2018Q1,FTV,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.28857421875,0.01098901098901099,0.01098901098901099,45.9968376159668,47.05830001831055,0.02307685609184773
2018Q1,MAR,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.291015625,0.01098901098901099,0.01098901098901099,123.37407684326172,118.61051177978516,-0.03861074534748776
2018Q1,ROL,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.291259765625,0.01098901098901099,0.01098901098901099,20.10662078857422,21.19935607910156,0.05434703832223753
2018Q1,CMS,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.2930908203125,0.01098901098901099,0.01098901098901099,35.24903106689453,37.31180953979492,0.05852014680873685
2018Q1,ARE,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.294189453125,0.01098901098901099,0.01098901098901099,89.1442642211914,93.04344940185548,0.04374016898035227
2018Q1,TSLA,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.294677734375,0.01098901098901099,0.01098901098901099,16.832000732421875,22.86333274841309,0.35832531805762313
2018Q1,XYL,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.29736328125,0.01098901098901099,0.01098901098901099,67.94367218017578,61.13737869262695,-0.10017553171838611
2018Q1,SNA,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.297607421875,0.01098901098901099,0.01098901098901099,117.72850799560548,130.7227020263672,0.110374235195835
2018Q1,NEE,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.2978515625,0.01098901098901099,0.01098901098901099,33.03963088989258,34.220787048339844,0.03574967778494775
2018Q1,GNRC,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.300048828125,0.01098901098901099,0.01098901098901099,44.630001068115234,51.72999954223633,0.15908577871833174
2018Q1,IP,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.301513671875,0.01098901098901099,0.01098901098901099,33.49159240722656,34.40969467163086,0.0274129176433604
2018Q1,EXPD,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.3017578125,0.01098901098901099,0.01098901098901099,56.28055953979492,66.48703002929688,0.18134984038822766
2018Q1,GD,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.30224609375,0.01098901098901099,0.01098901098901099,180.88214111328125,154.71408081054688,-0.1446691206864147
2018Q1,BSX,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.302734375,0.01098901098901099,0.01098901098901099,26.84000015258789,32.70000076293945,0.21833087097753046
2018Q1,VRSK,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.302978515625,0.01098901098901099,0.01098901098901099,96.58586883544922,102.33783721923828,0.05955289788393925
2018Q1,MDLZ,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.3046875,0.01098901098901099,0.01098901098901099,33.20975112915039,33.62681579589844,0.012558500216581336
2018Q1,NUE,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.3055419921875,0.01098901098901099,0.01098901098901099,50.42661285400391,52.97897338867188,0.050615347535984956
2018Q1,OMC,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.30859375,0.01098901098901099,0.01098901098901099,52.9351921081543,57.10221862792969,0.07871939920916038
2018Q1,CHD,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.309326171875,0.01098901098901099,0.01098901098901099,44.18204116821289,48.22308349609375,0.09146345938376932
2018Q1,NVDA,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.309814453125,0.01098901098901099,0.01098901098901099,5.461757183074951,5.85700273513794,0.07236600581362129
2018Q1,GL,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.3134765625,0.01098901098901099,0.01098901098901099,76.69966888427734,75.96255493164062,-0.009610392891641562
2018Q1,AME,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.31494140625,0.01098901098901099,0.01098901098901099,70.64640045166016,68.40790557861328,-0.031685901316070075
2018Q1,ICE,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.3173828125,0.01098901098901099,0.01098901098901099,63.9466438293457,66.36125183105469,0.037759729942244524
2018Q1,GRMN,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.321044921875,0.01098901098901099,0.01098901098901099,47.88085174560547,50.739559173583984,0.05970460682627454
2018Q1,ITW,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.322265625,0.01098901098901099,0.01098901098901099,125.07109832763672,113.98490142822266,-0.08863915842789372
2018Q1,KO,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.32373046875,0.01098901098901099,0.01098901098901099,33.106632232666016,34.3330078125,0.03704319941742451
2018Q1,ON,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.3255615234375,0.01098901098901099,0.01098901098901099,23.3700008392334,22.239999771118164,-0.04835263275721391
2018Q1,UPS,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.32568359375,0.01098901098901099,0.01098901098901099,74.81346893310547,77.13746643066406,0.03106389171228785
2018Q1,TSCO,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.326416015625,0.01098901098901099,0.01098901098901099,10.589534759521484,13.468974113464355,0.2719136788661891
2018Q1,MLM,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.327880859375,0.01098901098901099,0.01098901098901099,189.6901397705078,210.79653930664065,0.11126777365269458
2018Q1,L,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.33154296875,0.01098901098901099,0.01098901098901099,46.969635009765625,46.67153930664063,-0.006346562051483096
2018Q1,DAL,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.335693359375,0.01098901098901099,0.01098901098901099,47.57213973999024,45.6348762512207,-0.040722647737895024
2018Q1,AKAM,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.33837890625,0.01098901098901099,0.01098901098901099,69.25,73.2300033569336,0.05747297266330098
2018Q1,RSG,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.339111328125,0.01098901098901099,0.01098901098901099,58.16269302368164,60.692970275878906,0.04350344044707555
2018Q1,MTD,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.3427734375,0.01098901098901099,0.01098901098901099,562.6799926757812,578.6300048828125,0.028346506743881505
2018Q1,PEP,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.34619140625,0.01098901098901099,0.01098901098901099,82.80282592773438,84.98507690429688,0.02635478864534213
2018Q1,TGT,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.349853515625,0.01098901098901099,0.01098901098901099,54.56879806518555,60.73366928100586,0.11297428996797798
2018Q1,TRV,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.385498046875,0.01098901098901099,0.01098901098901099,113.0668716430664,103.20240020751952,-0.08724457740979519
2018Q1,NCLH,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.3994140625,0.01098901098901099,0.01098901098901099,51.970001220703125,47.25,-0.09082164921756497
2018Q1,DPZ,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.41162109375,0.01098901098901099,0.01098901098901099,208.7285003662109,256.1217041015625,0.22705669638885428
2018Q1,BRK.B,long,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.4295654296875,0.01098901098901099,0.01098901098901099,195.0,186.6499938964844,-0.042820544120592774
2018Q1,EQR,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,-0.3902587890625,0.01098901098901099,-0.01098901098901099,44.86821746826172,47.22179412841797,0.052455318997709055
2018Q1,WELL,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,-0.3734588623046875,0.01098901098901099,-0.01098901098901099,41.09638214111328,48.48723983764648,0.17984205206081394
2018Q1,UDR,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,-0.34832763671875,0.01098901098901099,-0.01098901098901099,25.75861930847168,27.735240936279297,0.07673631898265332
2018Q1,TER,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,-0.3399658203125,0.01098901098901099,-0.01098901098901099,42.047828674316406,36.64094543457031,-0.1285888810484218
2018Q1,MNST,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,-0.308349609375,0.01098901098901099,-0.01098901098901099,27.809999465942383,28.649999618530277,0.030204968310646896
2018Q1,FRT,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,-0.303131103515625,0.01098901098901099,-0.01098901098901099,82.98426055908203,91.56570434570312,0.10341049891637444
2018Q1,KIM,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,-0.3011932373046875,0.01098901098901099,-0.01098901098901099,9.42979335784912,11.45190715789795,0.21443882419392302
2018Q1,VTR,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,-0.29656982421875,0.01098901098901099,-0.01098901098901099,35.37128829956055,41.35424423217773,0.16914724400048242
2018Q1,O,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,-0.2839202880859375,0.01098901098901099,-0.01098901098901099,33.360557556152344,35.5079345703125,0.06436873875820881
2018Q1,ZBH,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,-0.2672119140625,0.01098901098901099,-0.01098901098901099,96.51708984375,101.30988311767578,0.04965745736516469
2018Q1,PCG,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,-0.261505126953125,0.01098901098901099,-0.01098901098901099,42.58697128295898,41.830169677734375,-0.017770730869688167
2018Q1,ANET,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,-0.259765625,0.01098901098901099,-0.01098901098901099,15.844374656677246,16.093124389648438,0.015699561412880536
2018Q1,LH,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,-0.24603271484375,0.01098901098901099,-0.01098901098901099,130.89231872558594,146.5670928955078,0.11975320112392418
2018Q1,DOC,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,-0.235015869140625,0.01098901098901099,-0.01098901098901099,14.968426704406738,16.939565658569336,0.13168644862203793
2018Q1,CPT,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,-0.2323150634765625,0.01098901098901099,-0.01098901098901099,62.77164459228516,69.45942687988281,0.10654145404403814
2018Q1,REG,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,-0.22601318359375,0.01098901098901099,-0.01098901098901099,41.28303146362305,44.84820556640625,0.08635930977899942
2018Q1,KEY,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,-0.2205810546875,0.01098901098901099,-0.01098901098901099,13.04053783416748,13.469094276428224,0.03286340239264396
2018Q1,FE,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,-0.2080078125,0.01098901098901099,-0.01098901098901099,24.18914031982422,25.929149627685547,0.07193349101519342
2018Q1,DVA,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,-0.20477294921875,0.01098901098901099,-0.01098901098901099,63.790000915527344,69.44000244140625,0.08857189911881025
2018Q1,ESS,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,-0.19818115234375,0.01098901098901099,-0.01098901098901099,178.77658081054688,181.78909301757807,0.016850709379119477
2018Q1,EFX,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,-0.19293212890625,0.01098901098901099,-0.01098901098901099,106.72278594970705,116.54828643798828,0.09206562966704679
2018Q1,CNC,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,-0.16961669921875,0.01098901098901099,-0.01098901098901099,53.125,61.60499954223633,0.15962352079503672
2018Q1,PGR,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,-0.15655517578125,0.01098901098901099,-0.01098901098901099,47.13219833374024,46.612083435058594,-0.011035235297083834
2018Q1,MOH,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,-0.1478271484375,0.01098901098901099,-0.01098901098901099,78.76000213623047,97.94000244140624,0.2435246290623545
2018Q1,PFE,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.0662841796875,0.01098901098901099,-0.01098901098901099,22.758094787597656,23.78669548034668,0.0451971354521985
2018Q1,ROP,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.111328125,0.01098901098901099,-0.01098901098901099,260.8162841796875,262.4730224609375,0.006352127461905832
2018Q1,FFIV,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.118896484375,0.01098901098901099,-0.01098901098901099,140.7100067138672,172.4499969482422,0.22557024177333784
2018Q1,GEN,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.121337890625,0.01098901098901099,-0.01098901098901099,12.3457670211792,10.152018547058104,-0.17769235968552732
2018Q1,CAH,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.127197265625,0.01098901098901099,-0.01098901098901099,48.31095504760742,39.03507232666016,-0.19200371244589254
2018Q1,INVH,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.127197265625,0.01098901098901099,-0.01098901098901099,17.90472984313965,18.37882232666016,0.026478616972942737
2018Q1,PANW,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.128662109375,0.01098901098901099,-0.01098901098901099,30.023332595825195,34.244998931884766,0.14061284910944893
2018Q1,HWM,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.130126953125,0.01098901098901099,-0.01098901098901099,16.429534912109375,12.700868606567385,-0.2269489870217677
2018Q1,NOW,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.131591796875,0.01098901098901099,-0.01098901098901099,32.32400131225586,34.49399948120117,0.06713272122416791
2018Q1,ZBRA,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.132568359375,0.01098901098901099,-0.01098901098901099,137.39999389648438,143.25,0.042576465526795726
2018Q1,HPE,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.133056640625,0.01098901098901099,-0.01098901098901099,13.293635368347168,11.425215721130373,-0.14054993953464368
2018Q1,BEN,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.133544921875,0.01098901098901099,-0.01098901098901099,22.93083953857422,22.12965965270996,-0.03493896874192126
2018Q1,CPRT,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.138671875,0.01098901098901099,-0.01098901098901099,12.449999809265137,14.140000343322754,0.13574301686333667
2018Q1,WFC,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.14013671875,0.01098901098901099,-0.01098901098901099,40.90621948242188,44.49691009521485,0.08777859841914637
2018Q1,AVY,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.14111328125,0.01098901098901099,-0.01098901098901099,89.48436737060547,88.39157104492188,-0.012212147862181388
2018Q1,RTX,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.1414794921875,0.01098901098901099,-0.01098901098901099,64.30027770996094,65.47474670410156,0.018265379808129367
2018Q1,DRI,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.143798828125,0.01098901098901099,-0.01098901098901099,66.06765747070312,84.74935150146484,0.28276610290058923
2018Q1,PNR,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.148193359375,0.01098901098901099,-0.01098901098901099,39.995704650878906,37.44718551635742,-0.06371982083494765
2018Q1,NTAP,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.1484375,0.01098901098901099,-0.01098901098901099,47.57717514038086,63.35878372192383,0.331705456134751
2018Q1,JCI,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.149169921875,0.01098901098901099,-0.01098901098901099,28.392547607421875,28.20449447631836,-0.00662332713864533
2018Q1,KLAC,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.150390625,0.01098901098901099,-0.01098901098901099,9.34139919281006,9.154890060424805,-0.019965866840249036
2018Q1,CLX,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.150634765625,0.01098901098901099,-0.01098901098901099,100.0676498413086,106.05549621582033,0.059837983444275045
2018Q1,DECK,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.150634765625,0.01098901098901099,-0.01098901098901099,14.43000030517578,18.815000534057617,0.3038808133156461
2018Q1,PH,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.15087890625,0.01098901098901099,-0.01098901098901099,147.43096923828125,138.5497589111328,-0.0602397879701545
2018Q1,CCL,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.15234375,0.01098901098901099,-0.01098901098901099,59.22879409790039,52.93788528442383,-0.1062136906430714
2018Q1,A,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.153076171875,0.01098901098901099,-0.01098901098901099,60.5626220703125,58.12808990478516,-0.04019859250315938
2018Q1,AES,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.153564453125,0.01098901098901099,-0.01098901098901099,8.393293380737305,10.00486946105957,0.19200759549533308
2018Q1,ADSK,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.154541015625,0.01098901098901099,-0.01098901098901099,122.75,131.08999633789062,0.06794294368953668
2018Q1,BK,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.1551513671875,0.01098901098901099,-0.01098901098901099,,,
2018Q1,EQT,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.157958984375,0.01098901098901099,-0.01098901098901099,23.018957138061523,27.604921340942383,0.1992255415992774
2018Q1,CZR,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.16015625,0.01098901098901099,-0.01098901098901099,32.099998474121094,39.09999847412109,0.21806854619146998
2018Q1,TECH,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.1602783203125,0.01098901098901099,-0.01098901098901099,34.758575439453125,35.566158294677734,0.023234060804113277
2018Q1,IPG,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.160400390625,0.01098901098901099,-0.01098901098901099,,,
2018Q1,HST,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.1605224609375,0.01098901098901099,-0.01098901098901099,13.047435760498049,15.17477035522461,0.1630461826964653
2018Q1,F,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.16162109375,0.01098901098901099,-0.01098901098901099,7.095565319061279,7.32981538772583,0.03301358780184427
2018Q1,LRCX,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.161865234375,0.01098901098901099,-0.01098901098901099,17.3117733001709,15.518207550048828,-0.10360381452686673
2018Q1,WMB,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.161865234375,0.01098901098901099,-0.01098901098901099,15.769304275512695,17.6570987701416,0.11971323919219201
2018Q1,PTC,short,2018-03-30,2018-06-29,2018-04-02,2018-06-29,0.162353515625,0.01098901098901099,-0.01098901098901099,76.70999908447266,93.80999755859376,0.22291746419251912
